,Tijd,Type,Klasse,Waarde,ID,Omschrijving,Status,Prioriteit,Comment,Tijd_Came,Tijd_Went,Tijd_ack,UUID,DPE,seconden
636854,2016-05-09 14:13:34.851,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462803214
636974,2016-05-09 14:12:23.213,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462803143
636997,2016-05-09 14:12:21.244,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462803141
637005,2016-05-09 14:12:21.133,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,48,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462803141
637117,2016-05-09 14:10:58.754,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462803058
637228,2016-05-09 14:09:39.775,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462802979
637251,2016-05-09 14:09:37.652,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462802977
637258,2016-05-09 14:09:37.447,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,48,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462802977
637828,2016-05-09 12:42:39.751,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462797759
637947,2016-05-09 12:41:28.389,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462797688
637968,2016-05-09 12:41:26.350,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462797686
637975,2016-05-09 12:41:26.220,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462797686
638047,2016-05-09 12:39:50.555,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462797590
638153,2016-05-09 12:38:31.505,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462797511
638174,2016-05-09 12:38:29.348,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462797509
638181,2016-05-09 12:38:29.257,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462797509
638416,2016-05-09 12:35:27.133,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462797327
638532,2016-05-09 12:34:15.545,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462797255
638540,2016-05-09 12:34:13.438,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462797253
638563,2016-05-09 12:34:13.251,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462797253
638681,2016-05-09 12:32:36.633,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462797156
638786,2016-05-09 12:31:17.973,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462797077
638806,2016-05-09 12:31:15.836,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462797075
638816,2016-05-09 12:31:15.663,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462797075
639169,2016-05-09 11:20:38.845,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462792838
639291,2016-05-09 11:19:27.354,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462792767
639304,2016-05-09 11:19:25.346,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462792765
639322,2016-05-09 11:19:25.157,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462792765
639430,2016-05-09 11:17:46.947,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462792666
639541,2016-05-09 11:16:28.422,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462792588
639551,2016-05-09 11:16:26.350,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462792586
639570,2016-05-09 11:16:26.129,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462792586
639881,2016-05-09 11:07:18.632,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462792038
640006,2016-05-09 11:06:02.488,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462791962
640029,2016-05-09 11:06:00.237,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462791960
640037,2016-05-09 11:06:00.185,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462791960
640155,2016-05-09 11:04:41.638,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462791881
640263,2016-05-09 11:03:21.033,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462791801
640268,2016-05-09 11:03:21.033,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462791801
640290,2016-05-09 11:03:20.795,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462791800
641089,2016-05-10 17:57:27.734,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462903047
641206,2016-05-10 17:56:16.238,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462902976
641214,2016-05-10 17:56:14.147,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462902974
641237,2016-05-10 17:56:13.970,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462902973
641352,2016-05-10 17:55:11.147,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462902911
641468,2016-05-10 17:53:50.452,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462902830
641473,2016-05-10 17:53:50.452,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462902830
641495,2016-05-10 17:53:50.275,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462902830
641921,2016-05-10 17:09:50.050,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462900190
642047,2016-05-10 17:08:38.621,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462900118
642070,2016-05-10 17:08:36.556,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462900116
642078,2016-05-10 17:08:36.449,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462900116
642198,2016-05-10 17:06:17.157,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462899977
642313,2016-05-10 17:04:58.639,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462899898
642335,2016-05-10 17:04:56.538,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462899896
642342,2016-05-10 17:04:56.448,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462899896
642667,2016-05-10 16:18:17.642,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462897097
642790,2016-05-10 16:17:01.904,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462897021
642803,2016-05-10 16:16:59.741,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462897019
642821,2016-05-10 16:16:59.624,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462897019
642961,2016-05-10 16:14:11.648,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462896851
643072,2016-05-10 16:12:53.335,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462896773
643095,2016-05-10 16:12:51.245,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462896771
643102,2016-05-10 16:12:51.075,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462896771
643552,2016-05-11 23:21:26.545,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463008886
643675,2016-05-11 23:20:11.774,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463008811
643685,2016-05-11 23:20:09.546,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463008809
643706,2016-05-11 23:20:09.330,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,38,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463008809
643818,2016-05-11 23:17:19.342,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463008639
643929,2016-05-11 23:16:00.104,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463008560
643952,2016-05-11 23:15:58.047,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463008558
643959,2016-05-11 23:15:57.959,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,38,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463008557
644326,2016-05-11 20:00:05.546,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462996805
644443,2016-05-11 19:58:54.613,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462996734
644452,2016-05-11 19:58:52.453,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462996732
644474,2016-05-11 19:58:52.223,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,80,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462996732
644586,2016-05-11 19:56:27.053,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462996587
644697,2016-05-11 19:55:07.509,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462996507
644708,2016-05-11 19:55:05.455,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462996505
644727,2016-05-11 19:55:05.247,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,80,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462996505
645083,2016-05-11 18:06:26.037,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462989986
645199,2016-05-11 18:05:15.183,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462989915
645222,2016-05-11 18:05:12.931,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462989912
645230,2016-05-11 18:05:12.803,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462989912
645370,2016-05-11 18:01:52.133,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462989712
645475,2016-05-11 18:00:32.642,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462989632
645498,2016-05-11 18:00:30.437,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462989630
645505,2016-05-11 18:00:30.292,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462989630
645978,2016-05-11 14:48:32.939,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462978112
646100,2016-05-11 14:47:21.902,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462978041
646110,2016-05-11 14:47:19.741,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462978039
646131,2016-05-11 14:47:19.527,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462978039
646234,2016-05-11 14:45:17.939,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462977917
646354,2016-05-11 14:43:58.427,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462977838
646374,2016-05-11 14:43:56.443,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462977836
646384,2016-05-11 14:43:56.294,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462977836
646923,2016-05-11 13:38:38.049,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462973918
647048,2016-05-11 13:37:31.365,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462973851
647061,2016-05-11 13:37:30.347,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462973850
647079,2016-05-11 13:37:30.248,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462973850
647094,2016-05-11 13:37:28.995,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462973848
647216,2016-05-11 13:36:11.325,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462973771
647226,2016-05-11 13:36:09.150,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462973769
647244,2016-05-11 13:36:08.925,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462973768
647694,2016-05-11 13:00:17.049,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462971617
647811,2016-05-11 12:59:05.786,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462971545
647834,2016-05-11 12:59:03.647,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462971543
647842,2016-05-11 12:59:03.492,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462971543
647944,2016-05-11 12:58:20.850,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462971500
648063,2016-05-11 12:57:01.644,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462971421
648085,2016-05-11 12:56:59.644,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462971419
648092,2016-05-11 12:56:59.479,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462971419
648601,2016-05-11 12:30:13.243,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462969813
648718,2016-05-11 12:29:01.902,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462969741
648741,2016-05-11 12:28:59.846,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462969739
648749,2016-05-11 12:28:59.731,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462969739
648855,2016-05-11 12:27:46.148,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462969666
649003,2016-05-11 12:26:26.876,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462969586
649027,2016-05-11 12:26:24.847,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462969584
649034,2016-05-11 12:26:24.716,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462969584
649395,2016-05-11 11:25:20.835,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462965920
649511,2016-05-11 11:24:09.699,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462965849
649532,2016-05-11 11:24:07.631,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462965847
649542,2016-05-11 11:24:07.479,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462965847
649787,2016-05-11 11:20:57.832,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462965657
649892,2016-05-11 11:19:38.989,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462965578
649913,2016-05-11 11:19:36.835,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462965576
649920,2016-05-11 11:19:36.679,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462965576
650277,2016-05-11 10:52:22.139,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462963942
650418,2016-05-11 10:51:10.785,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462963870
650437,2016-05-11 10:51:08.633,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462963868
650446,2016-05-11 10:51:08.495,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462963868
650514,2016-05-11 10:49:44.434,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462963784
650621,2016-05-11 10:48:25.755,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462963705
650640,2016-05-11 10:48:23.740,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462963703
650649,2016-05-11 10:48:23.565,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462963703
651142,2016-05-11 09:56:59.028,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462960619
651258,2016-05-11 09:55:47.398,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462960547
651281,2016-05-11 09:55:45.336,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462960545
651289,2016-05-11 09:55:45.208,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462960545
651389,2016-05-11 09:54:12.139,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462960452
651494,2016-05-11 09:52:53.641,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462960373
651511,2016-05-11 09:52:51.440,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462960371
651523,2016-05-11 09:52:51.293,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462960371
651952,2016-05-11 08:08:11.140,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462954091
652098,2016-05-11 08:06:53.331,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462954013
652103,2016-05-11 08:06:53.331,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462954013
652123,2016-05-11 08:06:53.171,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462954013
652208,2016-05-11 08:00:14.534,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462953614
652316,2016-05-11 07:58:55.720,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462953535
652324,2016-05-11 07:58:53.633,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462953533
652345,2016-05-11 07:58:53.504,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462953533
653094,2016-05-11 06:33:19.539,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462948399
653213,2016-05-11 06:32:01.329,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462948321
653225,2016-05-11 06:31:59.229,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462948319
653244,2016-05-11 06:31:59.058,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1462948319
653349,2016-05-11 06:25:39.237,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462947939
653469,2016-05-11 06:24:20.083,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462947860
653492,2016-05-11 06:24:17.833,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1462947857
653499,2016-05-11 06:24:17.748,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,89,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1462947857
653912,2016-05-12 20:34:20.737,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463085260
654029,2016-05-12 20:33:09.574,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463085189
654052,2016-05-12 20:33:07.535,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463085187
654060,2016-05-12 20:33:07.420,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463085187
654157,2016-05-12 20:31:21.233,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463085081
654263,2016-05-12 20:30:01.873,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463085001
654285,2016-05-12 20:29:59.638,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463084999
654292,2016-05-12 20:29:59.534,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463084999
654701,2016-05-12 16:34:39.751,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463070879
654821,2016-05-12 16:33:28.660,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463070808
654844,2016-05-12 16:33:26.653,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463070806
654852,2016-05-12 16:33:26.488,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463070806
654969,2016-05-12 16:32:25.650,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463070745
